"id","name","genre1","genre2","year"
"1722","Prof. Orlando Conroy","Western","Fantasy","2021"
"1723","Carlos Bergstrom","Comedy","Animated","1972"
"1724","Chaya Stamm","Comedy","Historical","2021"
"1725","Dr. Reta Wisoky","Western","Animated","2021"
"1726","Dr. Mae Collins","Western","Animated","1972"
"1727","Carlotta Legros","Comedy","Fantasy","2011"
"1728","Nelda Cummerata","Drama","Animated","2021"
"1729","Molly Turcotte DVM","Drama","Fantasy","1980"
"1730","Jeff Weimann","Western","Animated","2011"
"1731","Josephine Boyle","Western","Fantasy","2021"
"1732","Davonte Renner","Western","Historical","2021"
"1733","Della Lockman","Comedy","Fantasy","1972"
"1734","Kole Schmidt","Western","Historical","2000"
"1735","Verner Stoltenberg","Western","Animated","2000"
"1736","Letha Cormier","Comedy","Animated","2000"
"1737","Dr. Vesta Cassin","Comedy","Fantasy","2011"
"1738","Rahsaan Ernser","Comedy","Animated","2011"
"1739","Mr. Winston Rice II","Drama","Historical","1972"
"1740","Dr. Heather Nienow MD","Comedy","Animated","1980"
"1741","Fredrick Abshire","Comedy","Fantasy","2000"
"1742","Friedrich Gulgowski Jr.","Western","Fantasy","2011"
"1743","Mr. Reagan Wilkinson Jr.","Western","Fantasy","1972"
"1744","Judah Rolfson","Western","Historical","2011"
"1745","Dr. Paxton Emard II","Western","Animated","2021"
"1746","Victor Wisoky","Western","Animated","1980"
"1747","Linwood Pagac Sr.","Drama","Historical","2000"
"1748","Alisha Wolff","Drama","Fantasy","2011"
"1749","Kristopher Goyette","Western","Fantasy","2011"
"1750","Alba Carter","Drama","Animated","2011"
"1751","Jade Barrows","Western","Historical","1980"
"1752","Johnny Mraz","Western","Animated","2000"
"1753","Mathew Welch","Drama","Fantasy","2000"
"1754","Charlotte Koss","Comedy","Animated","2021"
"1755","Jaclyn Buckridge","Comedy","Fantasy","1972"
"1756","Bert Heathcote","Comedy","Fantasy","2021"
"1757","Ophelia Bergnaum","Comedy","Animated","2000"
"1758","Madge Sporer","Western","Animated","1972"
"1759","Domenic Jones","Western","Fantasy","2011"
"1760","Gia Schowalter","Comedy","Fantasy","2000"
"1761","Kevon Kreiger","Comedy","Animated","1972"
"1762","Alicia Conn","Western","Historical","1972"
"1763","Mrs. Jeanne Strosin V","Western","Historical","1972"
"1764","Alda Dibbert","Western","Fantasy","2000"
"1765","Dr. Estell Rempel I","Comedy","Fantasy","2021"
"1766","Chadd Halvorson I","Western","Historical","2011"
"1767","Dr. Filomena Windler IV","Drama","Fantasy","1980"
"1768","Prof. Paxton Wilkinson","Western","Fantasy","2021"
"1769","Prof. Cletus Schulist Jr.","Comedy","Historical","2021"
"1770","Prof. Maria Quigley II","Western","Animated","1972"
"1771","Prof. Fernando Gibson Jr.","Drama","Fantasy","1972"
"1772","Addie Cronin III","Drama","Animated","2000"
"1773","Megane Goldner Sr.","Western","Fantasy","2000"
"1774","Lynn Rolfson","Drama","Animated","2000"
"1775","Ms. Earlene Walter Sr.","Drama","Animated","2011"
"1776","Leatha Considine","Western","Fantasy","1972"
"1777","Marquise Stehr","Drama","Animated","2011"
"1778","Ansley Graham","Western","Fantasy","1980"
"1779","Laverna Schuppe","Drama","Historical","1972"
"1780","Fletcher Collins","Comedy","Animated","2000"
"1781","Benny Feeney","Comedy","Historical","2021"
"1782","Christopher Macejkovic II","Comedy","Historical","1980"
"1783","Luis Denesik","Western","Animated","1972"
"1784","Johnson Pouros","Comedy","Animated","2021"
"1785","Ms. Eulalia Cummerata MD","Western","Animated","1972"
"1786","Prof. Lottie Schmidt II","Drama","Animated","2000"
"1787","Wyatt Fay","Comedy","Animated","2021"
"1788","Dr. Lyda Schultz PhD","Drama","Fantasy","2000"
"1789","Kara Kozey III","Western","Fantasy","1980"
"1790","Dr. Alysha Crist","Drama","Historical","1980"
"1791","Zackary Bogan","Drama","Fantasy","2000"
"1792","Osborne Stehr MD","Western","Historical","1972"
"1793","Amari Kohler","Comedy","Fantasy","1972"
"1794","Ladarius Durgan","Drama","Historical","2000"
"1795","Amari Emard","Comedy","Fantasy","2021"
"1796","Amie Quitzon","Drama","Historical","1972"
"1797","Dr. Jamarcus Beatty I","Western","Historical","2000"
"1798","Jazlyn Macejkovic","Western","Historical","2011"
"1799","Lawson Bergnaum","Comedy","Historical","2011"
"1800","Adelle Gleason MD","Western","Historical","2011"
"1801","Mrs. Larissa Kertzmann PhD","Drama","Fantasy","2000"
"1802","Jack Nolan","Comedy","Historical","2011"
"1803","Dr. Shanel Kuhic","Western","Fantasy","1972"
"1804","Era Cormier","Western","Fantasy","2011"
"1805","Dillon Hettinger","Western","Animated","2000"
"1806","Burnice Morissette","Drama","Animated","2011"
"1807","Dr. Jayden Kessler DVM","Drama","Historical","2000"
"1808","Kaleb Boyle Jr.","Comedy","Animated","2021"
"1809","Prof. Davin Heaney","Comedy","Historical","1980"
"1810","Marcelina Zulauf IV","Comedy","Historical","1972"
"1811","Mina Jacobi","Western","Animated","1972"
"1812","Laurence Aufderhar","Comedy","Fantasy","2000"
"1813","Dr. Camilla Nikolaus DVM","Drama","Historical","2011"
"1814","Austen Lang","Western","Animated","1980"
"1815","Eudora Kulas","Comedy","Historical","2021"
"1816","Prof. Hillary Toy II","Drama","Historical","1980"
"1817","Mrs. Ashly Bode","Comedy","Fantasy","1972"
"1818","Gia Bernier","Drama","Historical","1972"
"1819","Zoie O'Reilly","Drama","Fantasy","1980"
"1820","Prof. Darrin Blick IV","Comedy","Fantasy","1972"
"1821","Dr. Jocelyn Hills","Comedy","Animated","2000"
"1822","Bettie Reichel","Western","Animated","1972"
"1823","Dr. Heath Feeney","Comedy","Animated","1980"
"1824","Diamond Hackett Sr.","Drama","Fantasy","1972"
"1825","Dr. Garrison Prohaska","Western","Fantasy","2000"
"1826","Wilfred Crona","Drama","Animated","1972"
"1827","Nikki Trantow","Drama","Historical","2000"
"1828","Milford Wolf","Western","Animated","2011"
"1829","Miss Alverta Medhurst Sr.","Comedy","Historical","2011"
"1830","Teagan Gleason","Comedy","Historical","2021"
"1831","Mrs. Queen Dickinson","Western","Animated","1980"
"1832","Prof. Wilhelm Swift I","Western","Fantasy","2011"
"1833","Skylar Lang","Drama","Fantasy","1980"
"1834","Vince White I","Drama","Historical","1980"
"1835","Alanna Schamberger","Comedy","Fantasy","2021"
"1836","Rachel Kozey","Drama","Historical","2021"
"1837","Prof. Ansley Kertzmann","Drama","Historical","2011"
"1838","Prof. Adell Nolan II","Western","Fantasy","2021"
"1839","Adrian Schuster","Drama","Fantasy","2011"
"1840","Lolita Lowe MD","Drama","Fantasy","2011"
"1841","Miss Margaret Halvorson DVM","Drama","Fantasy","2011"
"1842","Johnny Stroman","Comedy","Fantasy","2000"
"1843","Cathrine Halvorson","Drama","Animated","1972"
"1844","Prof. Anthony Huel DDS","Drama","Animated","1980"
"1845","Dr. Ewell Armstrong Sr.","Western","Animated","1972"
"1846","Dennis Feil PhD","Drama","Animated","1980"
"1847","Wyman Heathcote","Comedy","Fantasy","2011"
"1848","Emilio Fay","Comedy","Historical","1980"
"1849","Dr. Marlen Treutel IV","Drama","Historical","1980"
"1850","Heber Jast DVM","Comedy","Animated","2011"
"1851","Mrs. Meaghan Franecki Jr.","Drama","Animated","2021"
"1852","Prof. Marquis Mann","Western","Animated","2000"
"1853","Leland Gaylord","Western","Animated","2021"
"1854","Dr. Heidi Carter","Western","Historical","2021"
"1855","Aliza Powlowski MD","Comedy","Animated","1980"
"1856","Stefanie McLaughlin","Western","Fantasy","2011"
"1857","Kory Raynor","Drama","Animated","2021"
"1858","Prof. Al Morissette DVM","Comedy","Animated","2021"
"1859","Sebastian Leffler","Western","Fantasy","1980"
"1860","Lorna Bins","Western","Fantasy","1980"
"1861","Ms. Amber Thompson PhD","Drama","Fantasy","2021"
"1862","Dayne Lindgren","Comedy","Fantasy","2021"
"1863","Prof. Marilou Wunsch","Comedy","Animated","2021"
"1864","Veronica Kub","Western","Historical","2011"
"1865","Prof. Bernice Dickinson I","Comedy","Historical","2000"
"1866","Miss Teagan Wyman MD","Comedy","Historical","2021"
"1867","Jaleel Kuhlman","Drama","Animated","1972"
"1868","Arjun Schmidt","Comedy","Historical","1980"
"1869","Mrs. Cecile Cruickshank PhD","Comedy","Fantasy","1980"
"1870","Mr. Durward Cole II","Comedy","Animated","2000"
"1871","Marlee Altenwerth III","Western","Animated","2011"
"1872","Dr. Diego Murphy DDS","Drama","Fantasy","2021"
"1873","Fanny Gerlach","Western","Historical","1980"
"1874","Rebeca Graham","Comedy","Fantasy","1972"
"1875","Katrine Thiel II","Comedy","Fantasy","2021"
"1876","Erling Streich","Drama","Historical","2011"
"1877","Ewald Johnston","Drama","Historical","1980"
"1878","Jordan Oberbrunner","Comedy","Animated","1980"
"1879","Mr. Orval Brown","Western","Historical","1972"
"1880","Miss Charlotte Roob PhD","Drama","Fantasy","2021"
"1881","Fatima Dare","Comedy","Fantasy","2021"
"1882","Manuel Thompson","Comedy","Fantasy","2021"
"1883","Prof. Jadon Yost","Western","Historical","2021"
"1884","Prof. Fletcher Zulauf IV","Drama","Fantasy","1980"
"1885","Dr. Elbert Lueilwitz PhD","Drama","Historical","1972"
"1886","Prof. Jed Schinner","Drama","Fantasy","2000"
"1887","Maverick Deckow","Drama","Historical","2011"
"1888","Waylon Zulauf II","Drama","Historical","2011"
"1889","Johanna Harvey","Drama","Fantasy","2021"
"1890","Aglae Barrows","Drama","Fantasy","2000"
"1891","Prof. Marvin Lang","Western","Animated","2021"
"1892","Richie Morissette","Drama","Fantasy","1980"
"1893","Keshaun McCullough MD","Drama","Fantasy","2000"
"1894","Dr. Horacio Muller","Western","Historical","2021"
"1895","Stevie Casper","Comedy","Fantasy","2011"
"1896","Walker Hayes","Comedy","Animated","1980"
"1897","Ted Leffler","Western","Animated","2011"
"1898","Ms. Maude Heaney","Western","Animated","1972"
"1899","Jorge Walsh","Comedy","Animated","2000"
"1900","Izaiah Ledner DVM","Western","Historical","1972"
"1901","Dedrick Crona","Drama","Fantasy","2000"
"1902","Prof. Jimmy Cassin","Western","Animated","2011"
"1903","Camren Waelchi","Western","Animated","1972"
"1904","Mr. Columbus Bahringer PhD","Drama","Historical","1980"
"1905","Pablo Kemmer","Comedy","Animated","2021"
"1906","Willard Rolfson","Drama","Animated","1972"
"1907","Ms. Romaine Bailey","Drama","Fantasy","2021"
"1908","Stefan Kozey Jr.","Comedy","Animated","1980"
"1909","Dr. Wilber Wintheiser","Western","Historical","2021"
"1910","Ms. Abigail Corkery","Comedy","Historical","1972"
"1911","Jovanny Kautzer IV","Drama","Fantasy","1980"
"1912","Dr. Rozella Roob DDS","Comedy","Historical","1980"
"1913","Ms. Heidi Collins","Western","Fantasy","2011"
"1914","Prof. Paxton Mitchell","Western","Historical","1972"
"1915","Robert Breitenberg","Western","Animated","2000"
"1916","Anya Jacobs","Comedy","Fantasy","1972"
"1917","Mr. Torrance Reilly DDS","Comedy","Animated","2021"
"1918","Coty Witting","Drama","Animated","2011"
"1919","Deshawn Feeney I","Drama","Fantasy","1972"
"1920","Prof. Rosalee Zulauf MD","Drama","Fantasy","1980"
"1921","Dr. Joany Mayert","Drama","Fantasy","2021"
"1922","Ms. Zoey Ebert V","Drama","Fantasy","1972"
"1923","Dr. Seth Collins PhD","Western","Historical","2000"
"1924","Lawson Bernhard","Comedy","Animated","1980"
"1925","Myriam Kilback","Comedy","Fantasy","2000"
"1926","Mr. Tristin Bins V","Drama","Animated","2011"
"1927","Burdette Hagenes DVM","Comedy","Animated","1980"
"1928","Prof. Scotty Ankunding Jr.","Drama","Historical","1980"
"1929","Miss Marilie Dibbert","Western","Fantasy","2021"
"1930","Abigail Denesik","Drama","Historical","2021"
"1931","Dusty Turner","Comedy","Fantasy","1972"
"1932","Miss Joanne Muller","Drama","Animated","2021"
"1933","Kaitlyn Hartmann","Comedy","Fantasy","2021"
"1934","Torey Walker","Drama","Animated","1980"
"1935","Prof. Claude Keeling DDS","Western","Animated","1972"
"1936","Bettie Parisian","Western","Historical","2000"
"1937","Arlie Hudson","Western","Animated","2000"
"1938","Kennedi Friesen","Western","Fantasy","1980"
"1939","Sally Little","Drama","Historical","1980"
"1940","Dr. Nils Abernathy Sr.","Western","Historical","2021"
"1941","Wilburn Wolf","Drama","Historical","2011"
"1942","Ladarius Simonis","Western","Fantasy","2021"
"1943","Bethany Witting","Comedy","Fantasy","1980"
"1944","Germaine Medhurst","Comedy","Historical","2021"
"1945","Mr. Roderick Skiles II","Drama","Historical","2000"
"1946","Dr. Marco Erdman","Western","Animated","1980"
"1947","Ewald Mills","Comedy","Historical","1972"
"1948","Dr. Jovani Hills I","Comedy","Animated","2011"
"1949","Payton Toy Sr.","Drama","Animated","1980"
"1950","Ocie Schaden","Western","Fantasy","2021"
"1951","Tremayne Predovic","Comedy","Animated","2021"
"1952","Tamara Bernhard MD","Western","Animated","2011"
"1953","Herman O'Kon","Western","Fantasy","1980"
"1954","Jayda Klocko","Drama","Fantasy","2000"
"1955","Prof. Jensen McCullough PhD","Western","Fantasy","1980"
"1956","Trevion Dach","Western","Fantasy","2000"
"1957","Prof. Stevie Hill","Comedy","Historical","1980"
"1958","Christina Baumbach","Drama","Historical","1972"
"1959","Sheila Marvin","Drama","Animated","2000"
"1960","Hadley Ziemann","Western","Animated","2000"
"1961","Rebecca Schinner","Western","Historical","1980"
"1962","Mara McLaughlin","Comedy","Fantasy","2000"
"1963","Irwin Feeney","Comedy","Fantasy","1980"
"1964","Amanda Schultz","Comedy","Fantasy","2011"
"1965","Mrs. Ethelyn Johnston","Comedy","Historical","1972"
"1966","Ms. Graciela Wilderman Jr.","Comedy","Historical","2000"
"1967","Clark Tromp","Drama","Historical","2021"
"1968","Laverne Stiedemann","Drama","Animated","1972"
"1969","Mr. Reyes Hudson PhD","Drama","Historical","2021"
"1970","Mr. Destin Nicolas","Western","Animated","2021"
"1971","Magdalena Abshire PhD","Comedy","Historical","1972"
"1972","Ms. Clara Schulist","Comedy","Animated","2011"
"1973","Fanny Beatty","Drama","Fantasy","1972"
"1974","Dr. Eudora Effertz DDS","Drama","Animated","2000"
"1975","Dulce Predovic I","Comedy","Fantasy","2011"
"1976","Dylan Price","Drama","Animated","2000"
"1977","Naomie Gulgowski","Drama","Animated","1972"
"1978","Kylee Heaney","Drama","Fantasy","2000"
"1979","Henri Hansen","Western","Animated","2000"
"1980","Alize Considine V","Drama","Animated","2021"
"1981","Elias Greenholt","Western","Animated","2011"
"1982","Maiya Grady","Comedy","Historical","2011"
"1983","Bridie Emmerich","Western","Historical","2021"
"1984","Ernest Bahringer","Comedy","Animated","2021"
"1985","Ms. Mabel Lockman","Western","Historical","2011"
"1986","Oda Dickens","Comedy","Animated","1980"
"1987","Miss Elenora Bailey","Western","Historical","1980"
"1988","Raphaelle Kessler","Drama","Historical","1980"
"1989","Danielle McGlynn","Comedy","Historical","2021"
"1990","Allan Weissnat DVM","Western","Animated","1972"
"1991","Dr. Enos Torp III","Western","Historical","1972"
"1992","Josianne Pagac","Western","Fantasy","1972"
"1993","Mrs. Kayli Cole","Comedy","Animated","1980"
"1994","Gianni Pacocha II","Comedy","Animated","1980"
"1995","Icie Huel","Western","Fantasy","2000"
"1996","Manley Willms","Western","Fantasy","2021"
"1997","Sarah Kreiger","Drama","Fantasy","1972"
"1998","Friedrich Labadie Jr.","Western","Historical","2000"
"1999","Dudley Harris","Comedy","Historical","1980"
"2000","Marcus Wilderman III","Drama","Fantasy","2011"
"2001","Dr. Ryann Auer V","Western","Animated","1972"
"2002","Dr. Judson Hamill","Western","Fantasy","2021"
"2003","Nettie Brown","Drama","Historical","1972"
"2004","Joaquin Larkin","Western","Fantasy","2011"
"2005","Ms. June Leffler","Comedy","Historical","2011"
"2006","Lawson Osinski","Drama","Fantasy","2011"
"2007","Mrs. Felicita Wuckert","Western","Animated","2011"
"2008","Mr. Cory Herzog","Western","Animated","2021"
"2009","Jed Nader V","Western","Animated","2021"
"2010","Mr. Chad Von","Western","Animated","1980"
"2011","Raymundo Auer","Comedy","Animated","1972"
"2012","Johnathan Lowe","Western","Fantasy","1980"
"2013","Madeline Collins","Drama","Fantasy","1972"
"2014","Shanna Rowe","Drama","Animated","1980"
"2015","Rico Homenick","Drama","Animated","2021"
"2016","Zora McLaughlin","Western","Animated","2021"
"2017","Dejah Hoppe","Comedy","Historical","2000"
"2018","Mr. Amparo Hammes","Western","Fantasy","1980"
"2019","Dr. Emilie Corwin Jr.","Western","Fantasy","1972"
"2020","Travon Braun","Drama","Animated","2021"
"2021","Madaline Kshlerin","Drama","Animated","2011"
"2022","Mr. Adrien Padberg","Drama","Animated","1980"
"2023","Prof. Javonte Bayer V","Western","Historical","2000"
"2024","Kendrick Botsford","Drama","Animated","2021"
"2025","Emerald Effertz","Western","Fantasy","2011"
"2026","Cesar Mertz","Western","Fantasy","1972"
"2027","Lilla Witting","Western","Fantasy","2000"
"2028","Mrs. Leta Satterfield","Drama","Historical","1980"
"2029","Henry Dickinson","Western","Historical","1972"
"2030","Prof. Cory Lesch","Western","Fantasy","2011"
"2031","Tristian Kunze DDS","Comedy","Animated","1972"
"2032","Jeremie Lynch","Comedy","Historical","2021"
"2033","Mr. Jayme Ledner DDS","Western","Animated","1980"
"2034","Dr. Tommie Emmerich","Comedy","Fantasy","1972"
"2035","Tatyana Larson","Comedy","Historical","2011"
"2036","Schuyler Braun","Western","Fantasy","1980"
"2037","Vilma Heller","Comedy","Animated","2021"
"2038","Prof. Stevie Bednar","Western","Animated","2021"
"2039","Dr. Moriah Kerluke Sr.","Drama","Fantasy","2011"
"2040","Dr. Josefina Bode","Comedy","Animated","2000"
"2041","Pearline Jakubowski","Western","Animated","1980"
"2042","Dr. Dion Homenick DVM","Western","Historical","2011"
"2043","Stuart Towne","Drama","Animated","2021"
"2044","Octavia Feest","Comedy","Historical","2011"
"2045","Jeanie Hermann","Comedy","Historical","1980"
"2046","Sonia O'Keefe","Western","Historical","2000"
"2047","Johnpaul Connelly","Comedy","Historical","2021"
"2048","Berneice Kutch","Comedy","Fantasy","2011"
"2049","Eleanora Jerde Jr.","Drama","Historical","2000"
"2050","Maximo Cruickshank","Drama","Historical","1980"
"2051","Ocie Stracke","Comedy","Animated","2021"
"2052","Judy Bartoletti","Drama","Fantasy","2021"
"2053","Zackery Reichert","Western","Animated","2011"
"2054","Michaela Stamm","Comedy","Fantasy","2000"
"2055","Kody Rice","Drama","Historical","2000"
"2056","Prof. Juston Lindgren","Drama","Fantasy","2021"
"2057","Zella Robel","Comedy","Animated","1980"
"2058","Prof. Walton Cummerata V","Western","Animated","2021"
"2059","Prof. Abbey Quitzon","Western","Historical","2000"
